상호명,도로명주소,위도,경도,동구분
앗싸떡볶이 송도점,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 133호 (송도동)",37.38102064,126.6608134,송도동
TERRA COTTA(테라코타),"인천광역시 연수구 송도과학로28번길 50, 더샵 송도트리플타워 West 218호 (송도동)",37.38803691,126.6642625,송도동
큰집닭강정 연수점,"인천광역시 연수구 새말로 20, 상가동 1층 107호 (연수동, 성일아파트)",37.39378585,126.6418738,연수동
비비큐 연수문남점,"인천광역시 연수구 먼우금로251번길 8-20, 1층 일부호 (연수동)",37.40599741,126.6836222,연수동
정가네밥상,"인천광역시 연수구 송도과학로27번길 15, 104동 101,102,103호 (송도동, 송도아메리칸타운아이파크)",37.38419018,126.6421469,송도동
경양카츠 송도점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 C-107호 (송도동)",37.39456511,126.6511829,송도동
아지트,"인천광역시 연수구 인권로 2, 송도프라자 1층 105일부호 (옥련동)",37.41510896,126.6171167,옥련동
진허우(JINHOU),"인천광역시 연수구 인천타워대로 257, 아트포레 C동 2층 C-220, 221호 (송도동)",37.41460079,126.6572805,송도동
명월전,"인천광역시 연수구 원인재로 14, 상가동 1층 119호 (동춘동, 무지개마을아파트)",37.41380456,126.6812183,동춘동
곱분이곱창 송도롯데몰점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 C-101, 102호 (송도동)",37.40783029,126.6720178,송도동
토담옛날통닭 선학점,"인천광역시 연수구 학나래로5번길 10, 1층 일부호 (선학동)",37.41050721,126.627633,선학동
PLOV HOUSE 플롭하우스,"인천광역시 연수구 비류대로427번길 25, 1층 일부호 (연수동)",37.39648885,126.6487085,연수동
쩡's(쩡스) 쭈꾸미,"인천광역시 연수구 학나래로118번길 6, 명신하이츠 1층 일부호 (선학동)",37.38270243,126.6438175,선학동
호남 붕장어 꼼장어 숯불구이,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 401동 102,104호 (송도동)",37.3770832,126.6558312,송도동
냉삼씨어터,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 B-127호 (송도동)",37.38459942,126.6423987,송도동
전설낙곱새 송도점,"인천광역시 연수구 컨벤시아대로 116, 1층 112호 (송도동, 푸르지오월드마크)",37.42435291,126.6851013,송도동
지니스키친,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A-313호 (송도동)",37.39196975,126.6501288,송도동
한솥도시락 송도학원가점,"인천광역시 연수구 신송로 170, 에이스프라자3차 102호 (송도동)",37.41452345,126.6814216,송도동
걸작떡볶이 인천송도신도시점,"인천광역시 연수구 컨벤시아대로 100, 601동 1층 113호 (송도동, 현대힐스테이트)",37.40599741,126.6836222,송도동
문가든 와인,"인천광역시 연수구 하모니로 158, 송도타임스페이스 4층 C-409호 (송도동)",37.3811087,126.6640824,송도동
덮밥 90도씨,"인천광역시 연수구 함박뫼로 22, 1층 일부호 (청학동)",37.38459942,126.6423987,청학동
바른생활팩토리,"인천광역시 연수구 청능대로 75, iMC 9 2층 201일부(9)호 (청학동)",37.36728943,126.6490966,청학동
육진감래,"인천광역시 연수구 청능대로 75, iMC 9 2층 201일부(3)호 (청학동)",37.38518615,126.6440084,청학동
오지버거 송도점,"인천광역시 연수구 신송로 161, 송도 하이츠 101,102호 (송도동)",37.3818129,126.6623329,송도동
슬로우캘리 송도점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 D-112호 (송도동)",37.41050721,126.627633,송도동
채선당도시락&샐러드 인천송도점,"인천광역시 연수구 신송로 168, 이든프라자 102호 (송도동)",37.37435195,126.6531653,송도동
포케올데이 연수점,"인천광역시 연수구 벚꽃로 114, 브랫슬 102호 (연수동)",37.40699507,126.6800838,연수동
올드크락,"인천광역시 연수구 컨벤시아대로 100, 601동 126,127호 (송도동, 현대힐스테이트)",37.42383806,126.6973274,송도동
BYOB(비와이오비),"인천광역시 연수구 송도과학로28번길 50, 더샵 송도트리플타워 West 101호 (송도동)",37.38518615,126.6440084,송도동
픽펙차이나,"인천광역시 연수구 컨벤시아대로 50, 푸르지오월드마크 1단지 116호 (송도동, 푸르지오월드마크)",37.37981773,126.6612504,송도동
키핏 송도점,"인천광역시 연수구 신송로 121, 송도센타프라자 116호 (송도동)",37.39378585,126.6418738,송도동
양마니순대곱창,"인천광역시 연수구 먼우금로 302, 연수유천아파트 상가동 109호 (연수동, 연수유천아파트)",37.42279735,126.6993728,연수동
오유미당,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 제이스트동 154,155호 (송도동)",37.38808543,126.6349141,송도동
구구족 연수점,"인천광역시 연수구 벚꽃로 114, 브랫슬 113호 (연수동)",37.42038152,126.6757377,연수동
철인7호치킨 인천송도점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 130호 (송도동)",37.39798773,126.6359002,송도동
토담옛날통닭,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 104호 (송도동)",37.38320628,126.6586339,송도동
오늘도파스타&갓츠킹 인천송도점,"인천광역시 연수구 해돋이로 114, 서운프라자 1층 일부호 (송도동)",37.39581436,126.6524353,송도동
만취로,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 212호 (송도동)",37.41764909,126.6764531,송도동
인쌩맥주 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 C-111,C-112호 (송도동)",37.3989599,126.6446472,송도동
플랫폼,"인천광역시 연수구 테크노파크로111번길 9, 케이피타워 1층 일부호 (송도동)",37.40067045,126.6645341,송도동
선식당 송도커낼워크점,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 401동 123일부호,125호,126일부호 (송도동)",37.40128601,126.6700279,송도동
KOi(코이),"인천광역시 연수구 하모니로 144, 송도 지웰 푸르지오시티 판매시설동 A125호 (송도동, 송도 지웰 푸르지오시티)",37.38459942,126.6423987,송도동
마찌카도 송도직영점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 257호 (송도동)",37.42564034,126.6558593,송도동
비비큐(BBQ) 청학동점,"인천광역시 연수구 청학로6번길 20, 청학모닝빌 1층 일부호 (청학동)",37.39935875,126.6368956,청학동
VIP(브이아이피),"인천광역시 연수구 앵고개로101번길 34-13, 2층 일부호 (동춘동)",37.39451327,126.6473598,동춘동
다래회초밥,"인천광역시 연수구 랜드마크로 68, 랜드마크시티센트럴더샵 301동 1층 83호 (송도동, 랜드마크시티센트럴더샵)",37.41447072,126.6800566,송도동
별밤포차,"인천광역시 연수구 청량로 188, FS프라자 지하층 B101호 (옥련동)",37.39716984,126.64915,옥련동
더풀 연수점,"인천광역시 연수구 앵고개로 250, 연수메디칼빌딩 1층 102호 (동춘동)",37.38459942,126.6423987,동춘동
누구나 홀딱 반한 닭 송도센트럴파크점,"인천광역시 연수구 인천타워대로 257, 아트포레 B동 1층 B-113,B-114호 (송도동)",37.38803691,126.6642625,송도동
치즈잇,"인천광역시 연수구 센트럴로 194, B동 115일부(1)호 (송도동, 더샵 센트럴파크2)",37.37934987,126.657692,송도동
일품마라탕,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 B-123호 (송도동)",37.41392075,126.6805559,송도동
선큰 랍스터,"인천광역시 연수구 해돋이로 107, I동 지1층 상가9일부호 (송도동, 송도 더샵 퍼스트월드)",37.38445028,126.6435842,송도동
티바두마리치킨 송도신도시점,"인천광역시 연수구 해돋이로 107, I동 지1층 상가8일부호 (송도동, 송도 더샵 퍼스트월드)",37.40215703,126.6404248,송도동
마라홀릭 송도점,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 202동 164호 (송도동)",37.41217888,126.6773763,송도동
순살만공격 송도점,"인천광역시 연수구 컨벤시아대로 100, 601동 114호 (송도동, 현대힐스테이트)",37.37981773,126.6612504,송도동
탕화쿵푸마라탕 송도점,"인천광역시 연수구 신송로125번길 13, 아크리아 116호 (송도동)",37.38419018,126.6421469,송도동
프로젝트 돼지,"인천광역시 연수구 센트럴로 160, 제판매시설동 1층 155,156호 (송도동, 송도센트럴파크푸르지오)",37.42309293,126.6805547,송도동
좋은초밥 인천연수점,"인천광역시 연수구 먼우금로 302, 111,112,113호 (연수동, 연수유천아파트)",37.41402546,126.6797977,연수동
마포주먹고기,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 102동 163호 (송도동)",37.39374814,126.6463773,송도동
60계치킨 인천옥련점,"인천광역시 연수구 독배로 68, 유진메디타워 1층 104호 (옥련동)",37.40580028,126.6286013,옥련동
할매안흥찐빵 송도점,"인천광역시 연수구 하모니로 144, 판매시설동 A110호 (송도동, 송도 지웰 푸르지오시티)",37.39351506,126.6321878,송도동
the BLACK(더블랙),"인천광역시 연수구 하모니로 158, 송도타임스페이스 2층 C-201호 (송도동)",37.41511405,126.6778155,송도동
미향해장국 연수구점,"인천광역시 연수구 용담로125번길 41, 메카리움오피스텔 104-1호 (연수동)",37.41763276,126.6726947,연수동
배떡 송도신도시점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 116호 (송도동)",37.39935875,126.6368956,송도동
우시야 송도점,"인천광역시 연수구 센트럴로 160, 판매시설동 151호 (송도동, 송도센트럴파크푸르지오)",37.39636124,126.6375683,송도동
"한 끼, 갈비탕","인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 216호 (송도동)",37.38459942,126.6423987,송도동
제철밥상,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 디208호 (송도동)",37.39952409,126.6295726,송도동
고향한식뷔페,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 에프동 320호 (송도동)",37.39494268,126.6501653,송도동
수상한삼겹살 연수점,"인천광역시 연수구 새말로 42, 1층 일부호 (연수동)",37.3770832,126.6558312,연수동
세광양대창 송도롯데몰점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A-105,A-106호 (송도동)",37.38102064,126.6608134,송도동
고래마켓 미니 송도직영점,"인천광역시 연수구 센트럴로 160, 판매시설동 152호 (송도동, 송도센트럴파크푸르지오)",37.392215,126.6497645,송도동
마포소금구이 송도점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 C-113,114호 (송도동)",37.42163472,126.6753962,송도동
콩자푸드,"인천광역시 연수구 컨벤시아대로 80, 145호 (송도동, 인천송도힐스테이트)",37.38874008,126.6343345,송도동
초원냉삼,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 122호 (송도동)",37.41405911,126.6538773,송도동
마더락 송도점,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 1층 144호 (송도동)",37.37081435,126.6470528,송도동
수미(soome) 연수점,"인천광역시 연수구 샘말로8번길 13-13, 지하1층 일부호 (연수동)",37.42497661,126.6604954,연수동
사대부숯불치킨 선학점,"인천광역시 연수구 경원대로483번길 17, 길도빌딩 1층 일부호 (선학동)",37.38803691,126.6642625,선학동
탄디르호나 베이커리,"인천광역시 연수구 함박로 49-1, 1층 일부호 (연수동)",37.39285224,126.6316532,연수동
오이씨통치킨 청학점,"인천광역시 연수구 비류대로232번길 50, 1층 일부호 (청학동, 부민렉스타운하우스)",37.41192157,126.6800396,청학동
판코,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 102동 1층 160호 (송도동)",37.39935875,126.6368956,송도동
용담푸드,"인천광역시 연수구 아트센터대로 149, 커낼워크D1 SPRING 101동 2층 205일부(3)호 (송도동)",37.37866084,126.6628418,송도동
태리로제떡볶이&닭강정 랜드마크점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 118호 (송도동)",37.38759917,126.64914,송도동
은주네 생고기구이전문점,"인천광역시 연수구 송도문화로28번길 28, 201동 1-118,119,120호 (송도동, 송도글로벌캠퍼스푸르지오)",37.39798773,126.6359002,송도동
LeeCo(리코),"인천광역시 연수구 하모니로178번길 22, 132,132-1호 (송도동)",37.39552968,126.6489412,송도동
갓포 서진,"인천광역시 연수구 하모니로 144, 판매시설동 1층 B117호 (송도동, 송도 지웰 푸르지오시티)",37.41727233,126.6749023,송도동
일품 양평해장국 인천대점,"인천광역시 연수구 하모니로 271, 송도 코스테이 주건축물 제1동 2층 208,209호 (송도동)",37.38254191,126.6558423,송도동
티엠비티(TMBT)카페 송도2호점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 지상2층 251,258호 (송도동)",37.38167194,126.6399346,송도동
미스터피자 연수점,"인천광역시 연수구 원인재로 56, 종합상가 제1동 지상1층 101-2호 (동춘동, 현대아파트)",37.39351506,126.6321878,동춘동
덮밥90도씨 송도점,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 114호 (송도동)",37.39313335,126.6328662,송도동
포레스트 아웃팅스 송도점,"인천광역시 연수구 청량로 145, 1,2,3층 (옥련동)",37.36641672,126.6637288,옥련동
치킨마루 송도신도시점,"인천광역시 연수구 해돋이로 160-6, 꿈에 계단 본동 101호 (송도동)",37.39351506,126.6321878,송도동
제육대가(송도점),"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 119호 (송도동)",37.38094155,126.656664,송도동
처갓집양념치킨 송도센트럴점,"인천광역시 연수구 하모니로188번길 17, 근린생활시설동 131호 (송도동, 송도SK뷰센트럴)",37.40923975,126.6176511,송도동
송담추어탕 송도신도시점,"인천광역시 연수구 컨벤시아대로 69, 송도 밀레니엄 210호 (송도동)",37.39571542,126.6509557,송도동
애월몽,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 지상1층 115,116호 (송도동)",37.36175692,126.6516113,송도동
솥고집,"인천광역시 연수구 송도과학로16번길 33-4, 송도 트리플스트리트 D동 지상1층 123b호 (송도동)",37.42662536,126.6451768,송도동
탄탄면공방 인천스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 지상3층 (동춘동)",37.42581812,126.6819129,동춘동
제육대가 연수점,"인천광역시 연수구 새말로36번길 8, 1층 일부호 (연수동)",37.39235896,126.6343256,연수동
피자스톰 송도점,"인천광역시 연수구 하모니로188번길 17, 송도SK뷰센트럴 근린생활시설동 1층 172호 (송도동, 송도SK뷰센트럴)",37.42373019,126.7013633,송도동
동근이 숯불두마리치킨 인천송도점,"인천광역시 연수구 해돋이로 107, E동 지상1층 상가15호 (송도동, 송도 더샵 퍼스트월드)",37.40473194,126.6283248,송도동
소리창고,"인천광역시 연수구 청량로239번길 16-8, 지상1층 (옥련동)",37.41770223,126.6747676,옥련동
박물관식당,"인천광역시 연수구 청량로 163, 지상1층 (옥련동)",37.39494818,126.6515588,옥련동
fresh food(프레시푸드),"인천광역시 연수구 함박로92번길 19, 지상1층 일부호 (연수동)",37.38539259,126.6442607,연수동
송도콩나물해장국 송도직영1호점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 지상2층 213호 (송도동)",37.37074428,126.6591695,송도동
푸드홀릭,"인천광역시 연수구 능허대로179번길 43, 지상2층 일부호 (옥련동)",37.4255966,126.6846839,옥련동
케이에프씨 인천송도점,"인천광역시 연수구 해돋이로 168-2, 103,104,105,106호 (송도동)",37.38419018,126.6421469,송도동
해밀락,"인천광역시 연수구 인천타워대로 257, 아트포레 D동 1층 D-103,D-104호 (송도동)",37.42684927,126.657532,송도동
홍콩할매 불닭발 인천송도점,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 401동 132호 (송도동)",37.39866124,126.6335872,송도동
아트카츠,"인천광역시 연수구 인천타워대로 257, 아트포레 C동 지상1층 C-114호 (송도동)",37.39636124,126.6375683,송도동
예술미미,"인천광역시 연수구 인천타워대로 257, 아트포레 C동  지상2층 C-203,204호 (송도동)",37.41305348,126.6791025,송도동
보드 스테이지,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 219일부호 (송도동)",37.39777909,126.6497661,송도동
북촌해물,"인천광역시 연수구 먼우금로 217, 연수푸르지오4단지 105,106,107,108,109호 (청학동, 연수푸르지오4단지)",37.39696112,126.6487032,청학동
무쇠고기 송도역점,"인천광역시 연수구 한나루로 199, 지상1층 일부호 (옥련동)",37.42572613,126.6796948,옥련동
오늘은 뼈다귀,"인천광역시 연수구 용담로 146, 1층 일부호 (연수동)",37.40599741,126.6836222,연수동
용용선생 송도점,"인천광역시 연수구 하모니로 144, 판매시설동 지상1층 A104,105,106호 (송도동, 송도 지웰 푸르지오시티)",37.38445028,126.6435842,송도동
리얼안심탕수육&리얼하노이 송도점,"인천광역시 연수구 해돋이로 107, G동 지상1층 상가12호 (송도동, 송도 더샵 퍼스트월드)",37.38022559,126.656372,송도동
주식회사 바른에프엔비 연수점,"인천광역시 연수구 새말로45번길 14-17, 지상1층 일부(2)호 (연수동)",37.38459942,126.6423987,연수동
오복식당,"인천광역시 연수구 계림로91번길 5, 지상1층 (청학동)",37.42487098,126.6865107,청학동
VODIY SOMSA(워디삼사),"인천광역시 연수구 함박로 41, 1층 일부호 (연수동)",37.42443612,126.6724288,연수동
큰손 이말랑 간장게장,"인천광역시 연수구 컨벤시아대로 60, 지상1층 103호 (송도동, 푸르지오월드마크)",37.38808543,126.6349141,송도동
브라보스크린 그늘집,"인천광역시 연수구 능허대로 272, 지상4층 일부호 (동춘동)",37.38117899,126.6423044,동춘동
하리초밥,"인천광역시 연수구 능허대로79번길 30, 일반상가동 지상1층 101호 (옥련동, 럭키송도아파트)",37.36771911,126.6533296,옥련동
코모레비,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 202동 159호 (송도동)",37.42724354,126.652541,송도동
"호랑이반점 6,8공구점","인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 지상2층 217호 (송도동)",37.37981773,126.6612504,송도동
엄마분식,"인천광역시 연수구 원인재로 56, 현대아파트 종합상가 제1동 113호 (동춘동, 현대아파트)",37.4166971,126.6753956,동춘동
냠냠푸드,"인천광역시 연수구 청능대로 75, iMC 9 지상2층 201일부(2)호 (청학동)",37.38459942,126.6423987,청학동
낭만낙곱새,"인천광역시 연수구 먼우금로252번길 27-8, 지상1층 일부호 (연수동)",37.41914804,126.680083,연수동
국사랑(송도점),"인천광역시 연수구 랜드마크로 68, 301동 1층 16호 (송도동, 랜드마크시티센트럴더샵)",37.39520389,126.6312871,송도동
송주,"인천광역시 연수구 청명로17번길 9, 지상1층 일부호 (청학동)",37.41563898,126.6212329,청학동
지츠겐,"인천광역시 연수구 하모니로 144, 판매시설동 지상1층 A128호 (송도동, 송도 지웰 푸르지오시티)",37.41563898,126.6212329,송도동
청학분식포차,"인천광역시 연수구 청학로6번길 7, 부흥빌라 c동 지상1층 102호 (청학동)",37.41913699,126.6797893,청학동
태국 무가타,"인천광역시 연수구 경원대로483번길 17, 길도빌딩 지하1층 (선학동)",37.38803691,126.6642625,선학동
쭈꾸미짱,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 1층 157호 (송도동)",37.38459942,126.6423987,송도동
브런치빈 송도점,"인천광역시 연수구 해돋이로151번길 4, 801일부호 (송도동)",37.39474475,126.6450899,송도동
스페셜 곱창,"인천광역시 연수구 아트센터대로 107, 커낼워크D3 AUTUMN 302동 지상1층 164호 (송도동)",37.41563898,126.6212329,송도동
테그42 송도트리플타워점,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 지상1층 146호 (송도동)",37.38874008,126.6343345,송도동
히테(Hytte) 샐러드카페,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상2층 C-203호 (송도동)",37.41898774,126.6786761,송도동
PaNaM(반남),"인천광역시 연수구 함박로92번길 31, 지상1층 (연수동)",37.39166907,126.6510592,연수동
사토리,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상3층 D-319,320호 (송도동)",37.35678438,126.654419,송도동
나이스버거(Nice burger),"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 지상1층 146호 (송도동)",37.3811087,126.6640824,송도동
청춘국물닭발 송도점,"인천광역시 연수구 하모니로188번길 17, 근린생활시설동 102호 (송도동, 송도SK뷰센트럴)",37.42602122,126.6793553,송도동
키핏 2호점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 지상1층 116호 (송도동)",37.39494818,126.6515588,송도동
고반식당 커낼워크점,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 161,162호 (송도동)",37.4194662,126.6800801,송도동
제이비에프엔비,"인천광역시 연수구 샘말로 96-5, 1층 (연수동)",37.4244822,126.6964838,연수동
홍콩반점0410 송도더테라스점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 지상2층 248호 (송도동)",37.39495208,126.647839,송도동
다이너(Diner),"인천광역시 연수구 센트럴로 232, E동 지상1층 153,154호 (송도동, 더샵센트럴파크1)",37.42732881,126.652366,송도동
온식당,"인천광역시 연수구 송도미래로 9, 비알씨(주) 연구소 3동 지상3층 310호 (송도동)",37.42593412,126.6976536,송도동
푸라닭 인천동춘점,"인천광역시 연수구 앵고개로246번길 10, 대산프라자 지상1층 101호 (동춘동)",37.40473194,126.6283248,동춘동
사마르칸,"인천광역시 연수구 함박로 22-1, 1층 (연수동)",37.38445028,126.6435842,연수동
따봉돈까스,"인천광역시 연수구 새말로35번길 9, 지상1층 일부호 (연수동)",37.40421886,126.6811196,연수동
연돈볼카츠 송도센트럴파크점,"인천광역시 연수구 센트럴로 160, 판매시설동 지상1층 160호 (송도동, 송도센트럴파크푸르지오)",37.39313335,126.6328662,송도동
BBQ(비비큐) 송도인천대입구역점,"인천광역시 연수구 하모니로188번길 17, 근린생활시설동 지상1층 101호 (송도동, 송도SK뷰센트럴)",37.38459942,126.6423987,송도동
힐링캠프,"인천광역시 연수구 앵고개로83번길 4, 지상1층 (동춘동)",37.39247736,126.6456466,동춘동
(주)비움과채움 바오차이(송도점),"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 지하1층 일부(A8)호 (송도동)",37.41511405,126.6778155,송도동
류센소,"인천광역시 연수구 해돋이로152번길 31, 더힐스프라자 1동 지상1층 102호 (송도동)",37.39456511,126.6511829,송도동
넘말,"인천광역시 연수구 넘말로55번길 6-12, 지상1층 일부호 (선학동)",37.39716984,126.64915,선학동
진사부,"인천광역시 연수구 청능대로113번길 11, 연수그린타워 지상1층 101호 (연수동)",37.37981773,126.6612504,연수동
미식여행,"인천광역시 연수구 송도과학로16번길 13-39, KEM R&D센터 1층 115,116,117,118,119호 (송도동)",37.39952409,126.6295726,송도동
에비슈라,"인천광역시 연수구 송도국제대로 165, 홈플러스 복합쇼핑몰(송도점) 지상2층 X10,YH호 (송도동)",37.423738,126.6521387,송도동
한식활용법,"인천광역시 연수구 먼우금로252번길 7-7, 지상1층 일부호 (연수동)",37.41762926,126.6772291,연수동
라마네의식주,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 101호 (송도동)",37.4153137,126.6774912,송도동
샤오바오 우육면,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 지하1,2층 B107,B213b호 (송도동)",37.41050721,126.627633,송도동
옹동숯불찜닭,"인천광역시 연수구 비류대로224번길 7-6, 지상1층 일부호 (옥련동)",37.38914175,126.6444436,옥련동
연수육공방,"인천광역시 연수구 하모니로188번길 17, 근린생활시설동 지상2층 206호 (송도동, 송도SK뷰센트럴)",37.4194678,126.6784938,송도동
비에이치씨(BHC) 동춘점,"인천광역시 연수구 앵고개로246번길 43, 조이빌딩 지상1층 일부호 (동춘동)",37.42704101,126.6689568,동춘동
버거리 송도점,"인천광역시 연수구 컨벤시아대로42번길 27, 송도 에이스프라자Ⅱ 지상1층 106호 (송도동)",37.38419018,126.6421469,송도동
술판 송도트리플점,"인천광역시 연수구 송도과학로16번길 33-4, 송도 트리플스트리트 D동 지상1층 122(일부)호 (송도동)",37.39247736,126.6456466,송도동
빅스타피자(BICSTAR PIZZA) 인천연수점,"인천광역시 연수구 먼우금로263번길 11, 지상1층 일부호 (연수동)",37.41767316,126.6525669,연수동
한볶,"인천광역시 연수구 새말로 6, 상가동 지상2층 202호 (연수동, 효정아파트)",37.41237835,126.6771549,연수동
우마카,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상1층 D-123,124호 (송도동)",37.39800788,126.6511249,송도동
힘난다버거 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 301동 지상1층 B-115호 (송도동, 롯데캐슬 캠퍼스타운)",37.38459942,126.6423987,송도동
마타렐로,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 지상1층 120-3,120-4,120-6호 (송도동)",37.38459942,126.6423987,송도동
보름돈가스,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 202동 지상1층 162호 (송도동)",37.39552968,126.6489412,송도동
심야회담,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상2층 C-218호 (송도동)",37.3803222,126.6636281,송도동
버거앤프라이즈 마스터센터,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 에프동 지하1층 B101(일부)호 (송도동)",37.38960595,126.648814,송도동
바로 이맛이야!,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 지상1층 디121호 (송도동)",37.43564518,126.700161,송도동
오백국수 송도인천대점,"인천광역시 연수구 하모니로 271, 송도 코스테이 주건축물  제1동 지상2층 210호 (송도동)",37.3770832,126.6558312,송도동
YOUNG FOOD(영푸드),"인천광역시 연수구 함박로4번길 57, 지상1층 일부호 (연수동)",37.39660246,126.6495914,연수동
도마we(위)냉삼,"인천광역시 연수구 옥련로99번길 44, 103동 지상1층 107호 (옥련동, 아주아파트)",37.39952409,126.6295726,옥련동
오늘 당신의 식탁,"인천광역시 연수구 청량로184번길 34-1, 지상1층 일부호 (옥련동)",37.40735174,126.6717705,옥련동
Morning star(모닝스타)137,"인천광역시 연수구 컨벤시아대로 126, 지상1층 153호 (송도동, 푸르지오월드마크)",37.3986734,126.6486623,송도동
커스텀샐러드 송도점,"인천광역시 연수구 하모니로 144, 판매시설동 지상1층 A116호 (송도동, 송도 지웰 푸르지오시티)",37.41882624,126.6725776,송도동
블라블라블라치킨,"인천광역시 연수구 함박로4번길 57, 지상1층 일부호 (연수동)",37.42465305,126.6470273,연수동
조이푸드,"인천광역시 연수구 용담로125번길 41, 메카리움오피스텔 지상1층 103호 (연수동)",37.42775833,126.6621671,연수동
곱냐낙곱새,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 지상2층 238호 (송도동)",37.39952409,126.6295726,송도동
선식당 스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 지상5층 일부호 (동춘동)",37.41866119,126.6735942,동춘동
월계수 프로볶음밥&돈까스,"인천광역시 연수구 해돋이로 107, E동 지상1층 상가12호 (송도동, 송도 더샵 퍼스트월드)",37.38518615,126.6440084,송도동
장군쭈꾸미 본점,"인천광역시 연수구 컨벤시아대로 50, 지상1층 144호 (송도동, 푸르지오월드마크)",37.38803691,126.6642625,송도동
한식공간,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 지상1층 120-1,120-2,116-2호 (송도동)",37.38445028,126.6435842,송도동
생에기억의공간(충전아이엔지),"인천광역시 연수구 청량로46번길 60, 지하1층 일부호 (동춘동)",37.41530016,126.6806035,동춘동
자늑(zaneuk),"인천광역시 연수구 컨벤시아대로 50, 푸르지오월드마크 1단지 119호 (송도동, 푸르지오월드마크)",37.42329573,126.6470432,송도동
스시세츠나,"인천광역시 연수구 테크노파크로111번길 15, 일셋빌딩 지상4층 401호 (송도동)",37.38960595,126.648814,송도동
